id,name,old_price,new_price,old_quantity,new_quantity
f2_sw-00001609,,NEW,,NEW,
f2_sw-00001610,,NEW,,NEW,
f2_sw-00001611,,NEW,,NEW,
f2_sw-00001612,,NEW,,NEW,
f2_sw-00001618,,NEW,,NEW,
f2_sw-00001619,,NEW,,NEW,
f2_sw-00001620,,NEW,,NEW,
f2_sw-00001621,,NEW,,NEW,
f2_sw-00001625,,NEW,,NEW,
f2_sw-00001628,,NEW,,NEW,
f2_sw-00001631,,NEW,,NEW,
f2_sw-00001640,,NEW,,NEW,
f2_sw-00001642,,NEW,,NEW,
f2_sw-00001646,,NEW,,NEW,
f2_sw-00001656,,NEW,,NEW,
f2_sw-00001660,,NEW,,NEW,
f2_sw-00001663,,NEW,,NEW,
f2_sw-00001665,,NEW,,NEW,
f2_sw-00001666,,NEW,,NEW,
f2_sw-00001667,,NEW,,NEW,
f2_sw-00001669,,NEW,,NEW,
f2_sw-00001670,,NEW,,NEW,
f2_sw-00001671,,NEW,,NEW,
f2_sw-00001672,,NEW,,NEW,
f2_sw-00001673,,NEW,,NEW,
f2_sw-00001674,,NEW,,NEW,
f2_sw-00001675,,NEW,,NEW,
f2_sw-00001676,,NEW,,NEW,
f2_sw-00001677,,NEW,,NEW,
f2_sw-00001678,,NEW,,NEW,
f2_sw-00001679,,NEW,,NEW,
f2_sw-00001680,,NEW,,NEW,
f2_sw-00001681,,NEW,,NEW,
f2_sw-00001682,,NEW,,NEW,
f2_sw-00001683,,NEW,,NEW,
f2_sw-00001684,,NEW,,NEW,
f2_sw-00001685,,NEW,,NEW,
f2_sw-00001688,,NEW,,NEW,
f2_sw-00001689,,NEW,,NEW,
f2_sw-00001690,,NEW,,NEW,
f2_sw-00001691,,NEW,,NEW,
f2_sw-00001692,,NEW,,NEW,
f2_sw-00001693,,NEW,,NEW,
f2_sw-00001694,,NEW,,NEW,
f2_sw-00001695,,NEW,,NEW,
f2_sw-00001696,,NEW,,NEW,
f2_sw-00001697,,NEW,,NEW,
f2_sw-00001698,,NEW,,NEW,
f2_sw-00001699,,NEW,,NEW,
f2_sw-00001700,,NEW,,NEW,
f2_sw-00001701,,NEW,,NEW,
f2_sw-00001702,,NEW,,NEW,
f2_sw-00001703,,NEW,,NEW,
f2_sw-00001704,,NEW,,NEW,
f2_sw-00001705,,NEW,,NEW,
f2_sw-00001707,,NEW,,NEW,
f2_sw-00001710,,NEW,,NEW,
f2_sw-00001715,,NEW,,NEW,
f2_sw-00001716,,NEW,,NEW,
f2_sw-00001719,,NEW,,NEW,
f2_sw-00001721,,NEW,,NEW,
f2_sw-00001724,,NEW,,NEW,
f2_sw-00001725,,NEW,,NEW,
f2_sw-00001726,,NEW,,NEW,
f2_sw-00001727,,NEW,,NEW,
f2_sw-00001728,,NEW,,NEW,
f2_sw-00001729,,NEW,,NEW,
f2_sw-00001735,,NEW,,NEW,
f2_sw-00001737,,NEW,,NEW,
f2_sw-00001738,,NEW,,NEW,
f2_sw-00001739,,NEW,,NEW,
f2_sw-00001740,,NEW,,NEW,
f2_sw-00001741,,NEW,,NEW,
f2_sw-00001742,,NEW,,NEW,
f2_sw-00001743,,NEW,,NEW,
f2_sw-00001744,,NEW,,NEW,
f2_sw-00001745,,NEW,,NEW,
f2_sw-00001746,,NEW,,NEW,
f2_sw-00001747,,NEW,,NEW,
f2_sw-00001748,,NEW,,NEW,
f2_sw-00001749,,NEW,,NEW,
f2_sw-00001750,,NEW,,NEW,
f2_sw-00001751,,NEW,,NEW,
f2_sw-00001752,,NEW,,NEW,
f2_sw-00001753,,NEW,,NEW,
f2_sw-00001754,,NEW,,NEW,
f2_sw-00001757,,NEW,,NEW,
f2_sw-00001758,,NEW,,NEW,
f2_sw-00001759,,NEW,,NEW,
f2_sw-00001760,,NEW,,NEW,
f2_sw-00001761,,NEW,,NEW,
f2_sw-00001762,,NEW,,NEW,
f2_sw-00001763,,NEW,,NEW,
f2_sw-00001766,,NEW,,NEW,
f2_sw-00001768,,NEW,,NEW,
f2_sw-00001769,,NEW,,NEW,
f2_sw-00001770,,NEW,,NEW,
f2_sw-00001771,,NEW,,NEW,
f2_sw-00001773,,NEW,,NEW,
f2_sw-00001774,,NEW,,NEW,
f2_sw-00001775,,NEW,,NEW,
f2_sw-00001776,,NEW,,NEW,
f2_sw-00001777,,NEW,,NEW,
f2_sw-00001778,,NEW,,NEW,
f2_sw-00001779,,NEW,,NEW,
f2_sw-00001780,,NEW,,NEW,
f2_sw-00001782,,NEW,,NEW,
f2_sw-00001783,,NEW,,NEW,
f2_sw-00001784,,NEW,,NEW,
f2_sw-00001785,,NEW,,NEW,
f2_sw-00001786,,NEW,,NEW,
f2_sw-00001787,,NEW,,NEW,
f2_sw-00001788,,NEW,,NEW,
f2_sw-00001789,,NEW,,NEW,
f2_sw-00001790,,NEW,,NEW,
f2_sw-00001791,,NEW,,NEW,
f2_sw-00001792,,NEW,,NEW,
f2_sw-00001794,,NEW,,NEW,
f2_sw-00001795,,NEW,,NEW,
f2_sw-00001796,,NEW,,NEW,
f2_sw-00001797,,NEW,,NEW,
f2_sw-00001798,,NEW,,NEW,
f2_sw-00001799,,NEW,,NEW,
f2_sw-00001800,,NEW,,NEW,
f2_sw-00001801,,NEW,,NEW,
f2_sw-00001802,,NEW,,NEW,
f2_sw-00001803,,NEW,,NEW,
f2_sw-00001808,,NEW,,NEW,
f2_sw-00001809,,NEW,,NEW,
f2_sw-00001810,,NEW,,NEW,
f2_sw-00001811,,NEW,,NEW,
f2_sw-00001812,,NEW,,NEW,
f2_sw-00001815,,NEW,,NEW,
f2_sw-00001816,,NEW,,NEW,
f2_sw-00001817,,NEW,,NEW,
f2_sw-00001818,,NEW,,NEW,
f2_sw-00001819,,NEW,,NEW,
f2_sw-00001820,,NEW,,NEW,
f2_sw-00001821,,NEW,,NEW,
f2_sw-00001822,,NEW,,NEW,
f2_sw-00001823,,NEW,,NEW,
f2_sw-00001824,,NEW,,NEW,
f2_sw-00001825,,NEW,,NEW,
f2_sw-00001826,,NEW,,NEW,
f2_sw-00001827,,NEW,,NEW,
f2_sw-00001828,,NEW,,NEW,
f2_sw-00001829,,NEW,,NEW,
f2_sw-00001830,,NEW,,NEW,
f2_sw-00001831,,NEW,,NEW,
f2_sw-00001832,,NEW,,NEW,
f2_sw-00001833,,NEW,,NEW,
f2_sw-00001837,,NEW,,NEW,
f2_sw-00001838,,NEW,,NEW,
f2_sw-00001839,,NEW,,NEW,
f2_sw-00001840,,NEW,,NEW,
f2_sw-00001841,,NEW,,NEW,
f2_sw-00001843,,NEW,,NEW,
f2_sw-00001846,,NEW,,NEW,
f2_sw-00001853,,NEW,,NEW,
f2_sw-00001854,,NEW,,NEW,
f2_sw-00001855,,NEW,,NEW,
f2_sw-00001856,,NEW,,NEW,
f2_sw-00001857,,NEW,,NEW,
f2_sw-00001858,,NEW,,NEW,
f2_sw-00001859,,NEW,,NEW,
f2_sw-00001860,,NEW,,NEW,
f2_sw-00001861,,NEW,,NEW,
f2_sw-00001862,,NEW,,NEW,
f2_sw-00001863,,NEW,,NEW,
f2_sw-00001866,,NEW,,NEW,
f2_sw-00001867,,NEW,,NEW,
f2_sw-00001868,,NEW,,NEW,
f2_sw-00001869,,NEW,,NEW,
f2_sw-00001870,,NEW,,NEW,
f2_sw-00001871,,NEW,,NEW,
f2_sw-00001872,,NEW,,NEW,
f2_sw-00001873,,NEW,,NEW,
f2_sw-00001881,,NEW,,NEW,
f2_sw-00001882,,NEW,,NEW,
f2_sw-00001886,,NEW,,NEW,
f2_sw-00001888,,NEW,,NEW,
f2_sw-00001889,,NEW,,NEW,
f2_sw-00001890,,NEW,,NEW,
f2_sw-00001894,,NEW,,NEW,
f2_sw-00001896,,NEW,,NEW,
f2_sw-00001897,,NEW,,NEW,
f2_sw-00001905,,NEW,,NEW,
f2_sw-00001907,,NEW,,NEW,
f2_sw-00001908,,NEW,,NEW,
f2_sw-00001909,,NEW,,NEW,
f2_sw-00001910,,NEW,,NEW,
f2_sw-00001911,,NEW,,NEW,
f2_sw-00001912,,NEW,,NEW,
f2_sw-00001913,,NEW,,NEW,
f2_sw-00001914,,NEW,,NEW,
f2_sw-00001915,,NEW,,NEW,
f2_sw-00001916,,NEW,,NEW,
f2_sw-00001917,,NEW,,NEW,
f2_sw-00001919,,NEW,,NEW,
f2_sw-00001920,,NEW,,NEW,
f2_sw-00001924,,NEW,,NEW,
f2_sw-00001925,,NEW,,NEW,
f2_sw-00001926,,NEW,,NEW,
f2_sw-00001927,,NEW,,NEW,
f2_sw-00001928,,NEW,,NEW,
f2_sw-00001929,,NEW,,NEW,
f2_sw-00001930,,NEW,,NEW,
f2_sw-00001931,,NEW,,NEW,
f2_sw-00001932,,NEW,,NEW,
f2_sw-00001934,,NEW,,NEW,
f2_sw-00001935,,NEW,,NEW,
f2_sw-00001936,,NEW,,NEW,
f2_sw-00001938,,NEW,,NEW,
f2_sw-00001939,,NEW,,NEW,
f2_sw-00001940,,NEW,,NEW,
f2_sw-00001941,,NEW,,NEW,
f2_sw-00001943,,NEW,,NEW,
f2_sw-00001944,,NEW,,NEW,
f2_sw-00001946,,NEW,,NEW,
f2_sw-00001947,,NEW,,NEW,
f2_sw-00001948,,NEW,,NEW,
f2_sw-00001949,,NEW,,NEW,
f2_sw-00001950,,NEW,,NEW,
f2_sw-00001951,,NEW,,NEW,
f2_sw-00001952,,NEW,,NEW,
f2_sw-00001953,,NEW,,NEW,
f2_sw-00001954,,NEW,,NEW,
f2_sw-00001955,,NEW,,NEW,
f2_sw-00001959,,NEW,,NEW,
f2_sw-00001960,,NEW,,NEW,
f2_sw-00001962,,NEW,,NEW,
f2_sw-00001963,,NEW,,NEW,
f2_sw-00001964,,NEW,,NEW,
f2_sw-00001969,,NEW,,NEW,
f2_sw-00001970,,NEW,,NEW,
f2_sw-00001971,,NEW,,NEW,
f2_sw-00001972,,NEW,,NEW,
f2_sw-00001973,,NEW,,NEW,
f2_sw-00001975,,NEW,,NEW,
f2_sw-00001976,,NEW,,NEW,
f2_sw-00001977,,NEW,,NEW,
f2_sw-00001978,,NEW,,NEW,
f2_sw-00001979,,NEW,,NEW,
f2_sw-00001980,,NEW,,NEW,
f2_sw-00001981,,NEW,,NEW,
f2_sw-00001982,,NEW,,NEW,
f2_sw-00001983,,NEW,,NEW,
f2_sw-00001984,,NEW,,NEW,
f2_sw-00001985,,NEW,,NEW,
f2_sw-00001986,,NEW,,NEW,
f2_sw-00001987,,NEW,,NEW,
f2_sw-00001988,,NEW,,NEW,
f2_sw-00001990,,NEW,,NEW,
f2_sw-00001991,,NEW,,NEW,
f2_sw-00001992,,NEW,,NEW,
f2_sw-00001994,,NEW,,NEW,
f2_sw-00001995,,NEW,,NEW,
f2_sw-00001996,,NEW,,NEW,
f2_sw-00001999,,NEW,,NEW,
f2_sw-00002002,,NEW,,NEW,
f2_sw-00002003,,NEW,,NEW,
f2_sw-00002004,,NEW,,NEW,
f2_sw-00002005,,NEW,,NEW,
f2_sw-00002006,,NEW,,NEW,
f2_sw-00002007,,NEW,,NEW,
f2_sw-00002008,,NEW,,NEW,
f2_sw-00002009,,NEW,,NEW,
f2_sw-00002010,,NEW,,NEW,
f2_sw-00002011,,NEW,,NEW,
f2_sw-00002012,,NEW,,NEW,
f2_sw-00002013,,NEW,,NEW,
f2_sw-00002015,,NEW,,NEW,
f2_sw-00002016,,NEW,,NEW,
f2_sw-00002018,,NEW,,NEW,
f2_sw-00002019,,NEW,,NEW,
f2_sw-00002020,,NEW,,NEW,
f2_sw-00002021,,NEW,,NEW,
f2_sw-00002022,,NEW,,NEW,
f2_sw-00002023,,NEW,,NEW,
f2_sw-00002024,,NEW,,NEW,
f2_sw-00002025,,NEW,,NEW,
f2_sw-00002026,,NEW,,NEW,
f2_sw-00002027,,NEW,,NEW,
f2_sw-00002028,,NEW,,NEW,
f2_sw-00002029,,NEW,,NEW,
f2_sw-00002030,,NEW,,NEW,
f2_sw-00002031,,NEW,,NEW,
f2_sw-00002032,,NEW,,NEW,
f2_sw-00002033,,NEW,,NEW,
f2_sw-00002034,,NEW,,NEW,
f2_sw-00002035,,NEW,,NEW,
f2_sw-00002036,,NEW,,NEW,
f2_sw-00002037,,NEW,,NEW,
f2_sw-00002038,,NEW,,NEW,
f2_sw-00002039,,NEW,,NEW,
f2_sw-00002040,,NEW,,NEW,
f2_sw-00002041,,NEW,,NEW,
f2_sw-00002042,,NEW,,NEW,
f2_sw-00002043,,NEW,,NEW,
f2_sw-00002044,,NEW,,NEW,
f2_sw-00002045,,NEW,,NEW,
f2_sw-00002046,,NEW,,NEW,
f2_sw-00002047,,NEW,,NEW,
f2_sw-00002048,,NEW,,NEW,
f2_sw-00002049,,NEW,,NEW,
f2_sw-00002050,,NEW,,NEW,
f2_sw-00002051,,NEW,,NEW,
f2_sw-00002052,,NEW,,NEW,
f2_sw-00002053,,NEW,,NEW,
f2_sw-00002054,,NEW,,NEW,
f2_sw-00002055,,NEW,,NEW,
f2_sw-00002056,,NEW,,NEW,
f2_sw-00002057,,NEW,,NEW,
f2_sw-00002058,,NEW,,NEW,
f2_sw-00002059,,NEW,,NEW,
f2_sw-00002060,,NEW,,NEW,
f2_sw-00002061,,NEW,,NEW,
f2_sw-00002062,,NEW,,NEW,
f2_sw-00002066,,NEW,,NEW,
f2_sw-00002067,,NEW,,NEW,
f2_sw-00002068,,NEW,,NEW,
f2_sw-00002069,,NEW,,NEW,
f2_sw-00002070,,NEW,,NEW,
f2_sw-00002071,,NEW,,NEW,
f2_sw-00002072,,NEW,,NEW,
f2_sw-00002073,,NEW,,NEW,
f2_sw-00002074,,NEW,,NEW,
f2_sw-00002075,,NEW,,NEW,
f2_sw-00002078,,NEW,,NEW,
f2_sw-00002079,,NEW,,NEW,
f2_sw-00002080,,NEW,,NEW,
f2_sw-00002081,,NEW,,NEW,
f2_sw-00002082,,NEW,,NEW,
f2_sw-00002083,,NEW,,NEW,
f2_sw-00002086,,NEW,,NEW,
f2_sw-00002087,,NEW,,NEW,
f2_sw-00002088,,NEW,,NEW,
f2_sw-00002090,,NEW,,NEW,
f2_sw-00002091,,NEW,,NEW,
f2_sw-00002092,,NEW,,NEW,
f2_sw-00002093,,NEW,,NEW,
f2_sw-00002094,,NEW,,NEW,
f2_sw-00002095,,NEW,,NEW,
f2_sw-00002097,,NEW,,NEW,
f2_sw-00002098,,NEW,,NEW,
f2_sw-00002099,,NEW,,NEW,
f2_sw-00002102,,NEW,,NEW,
f2_sw-00002103,,NEW,,NEW,
f2_sw-00002104,,NEW,,NEW,
f2_sw-00002105,,NEW,,NEW,
f2_sw-00002108,,NEW,,NEW,
f2_sw-00002109,,NEW,,NEW,
f2_sw-00002110,,NEW,,NEW,
f2_sw-00002113,,NEW,,NEW,
f2_sw-00002114,,NEW,,NEW,
f2_sw-00002115,,NEW,,NEW,
f2_sw-00002116,,NEW,,NEW,
f2_sw-00002117,,NEW,,NEW,
f2_sw-00002118,,NEW,,NEW,
f2_sw-00002119,,NEW,,NEW,
f2_sw-00002120,,NEW,,NEW,
f2_sw-00002121,,NEW,,NEW,
f2_sw-00002122,,NEW,,NEW,
f2_sw-00002123,,NEW,,NEW,
f2_sw-00002124,,NEW,,NEW,
f2_sw-00002126,,NEW,,NEW,
f2_sw-00002128,,NEW,,NEW,
f2_sw-00002129,,NEW,,NEW,
f2_sw-00002130,,NEW,,NEW,
f2_sw-00002131,,NEW,,NEW,
f2_sw-00002132,,NEW,,NEW,
f2_sw-00002133,,NEW,,NEW,
f2_sw-00002134,,NEW,,NEW,
f2_sw-00002135,,NEW,,NEW,
f2_sw-00002136,,NEW,,NEW,
f2_sw-00002137,,NEW,,NEW,
f2_sw-00002138,,NEW,,NEW,
f2_sw-00002140,,NEW,,NEW,
f2_sw-00002141,,NEW,,NEW,
f2_sw-00002142,,NEW,,NEW,
f2_sw-00002143,,NEW,,NEW,
f2_sw-00002144,,NEW,,NEW,
f2_sw-00002145,,NEW,,NEW,
f2_sw-00002146,,NEW,,NEW,
f2_sw-00002147,,NEW,,NEW,
f2_sw-00002148,,NEW,,NEW,
f2_sw-00002149,,NEW,,NEW,
f2_sw-00002150,,NEW,,NEW,
f2_sw-00002153,,NEW,,NEW,
f2_sw-00002154,,NEW,,NEW,
f2_sw-00002156,,NEW,,NEW,
f2_sw-00002157,,NEW,,NEW,
f2_sw-00002158,,NEW,,NEW,
f2_sw-00002159,,NEW,,NEW,
f2_sw-00002160,,NEW,,NEW,
f2_sw-00002161,,NEW,,NEW,
f2_sw-00002162,,NEW,,NEW,
f2_sw-00002163,,NEW,,NEW,
f2_sw-00002164,,NEW,,NEW,
f2_sw-00002166,,NEW,,NEW,
f2_sw-00002167,,NEW,,NEW,
f2_sw-00002168,,NEW,,NEW,
f2_sw-00002170,,NEW,,NEW,
f2_sw-00002177,,NEW,,NEW,
f2_sw-00002178,,NEW,,NEW,
f2_sw-00002179,,NEW,,NEW,
f2_sw-00002193,,NEW,,NEW,
f2_sw-00002194,,NEW,,NEW,
f2_sw-00002195,,NEW,,NEW,
f2_sw-00002196,,NEW,,NEW,
f2_sw-00002197,,NEW,,NEW,
f2_sw-00002198,,NEW,,NEW,
f2_sw-00002199,,NEW,,NEW,
f2_sw-00002200,,NEW,,NEW,
f2_sw-00002201,,NEW,,NEW,
f2_sw-00002202,,NEW,,NEW,
f2_sw-00002203,,NEW,,NEW,
f2_sw-00002204,,NEW,,NEW,
f2_sw-00002206,,NEW,,NEW,
f2_sw-00002223,,NEW,,NEW,
f2_sw-00002224,,NEW,,NEW,
f2_sw-00002241,,NEW,,NEW,
f2_sw-00002242,,NEW,,NEW,
f2_sw-00002243,,NEW,,NEW,
f2_sw-00002245,,NEW,,NEW,
f2_sw-00002246,,NEW,,NEW,
f2_sw-00002247,,NEW,,NEW,
f2_sw-00002250,,NEW,,NEW,
f2_sw-00002251,,NEW,,NEW,
f2_sw-00002252,,NEW,,NEW,
f2_sw-00002254,,NEW,,NEW,
f2_sw-00002255,,NEW,,NEW,
f2_sw-00002256,,NEW,,NEW,
f2_sw-00002259,,NEW,,NEW,
f2_sw-00002260,,NEW,,NEW,
f2_sw-00002261,,NEW,,NEW,
f2_sw-00002262,,NEW,,NEW,
f2_sw-00002263,,NEW,,NEW,
f2_sw-00002265,,NEW,,NEW,
f2_sw-00002266,,NEW,,NEW,
f2_sw-00002277,,NEW,,NEW,
f2_sw-00002278,,NEW,,NEW,
f2_sw-00002279,,NEW,,NEW,
f2_sw-00002280,,NEW,,NEW,
f2_sw-00002291,,NEW,,NEW,
f2_sw-00002292,,NEW,,NEW,
f2_sw-00002293,,NEW,,NEW,
f2_sw-00002294,,NEW,,NEW,
f2_sw-00002297,,NEW,,NEW,
f2_sw-00002298,,NEW,,NEW,
f2_sw-00002299,,NEW,,NEW,
f2_sw-00002301,,NEW,,NEW,
f2_sw-00002302,,NEW,,NEW,
f2_sw-00002303,,NEW,,NEW,
f2_sw-00002304,,NEW,,NEW,
f2_sw-00002305,,NEW,,NEW,
f2_sw-00002306,,NEW,,NEW,
f2_sw-00002307,,NEW,,NEW,
f2_sw-00002308,,NEW,,NEW,
f2_sw-00002309,,NEW,,NEW,
f2_sw-00002310,,NEW,,NEW,
f2_sw-00002311,,NEW,,NEW,
f2_sw-00002312,,NEW,,NEW,
f2_sw-00002313,,NEW,,NEW,
f2_sw-00002314,,NEW,,NEW,
f2_sw-00002315,,NEW,,NEW,
f2_sw-00002316,,NEW,,NEW,
f2_sw-00002317,,NEW,,NEW,
f2_sw-00002318,,NEW,,NEW,
f2_sw-00002319,,NEW,,NEW,
f2_sw-00002320,,NEW,,NEW,
f2_sw-00002321,,NEW,,NEW,
f2_sw-00002322,,NEW,,NEW,
f2_sw-00002323,,NEW,,NEW,
f2_sw-00002324,,NEW,,NEW,
f2_sw-00002325,,NEW,,NEW,
f2_sw-00002326,,NEW,,NEW,
f2_sw-00002327,,NEW,,NEW,
f2_sw-00002328,,NEW,,NEW,
f2_sw-00002329,,NEW,,NEW,
f2_sw-00002330,,NEW,,NEW,
f2_sw-00002331,,NEW,,NEW,
f2_sw-00002332,,NEW,,NEW,
f2_sw-00002333,,NEW,,NEW,
f2_sw-00002334,,NEW,,NEW,
f2_sw-00002335,,NEW,,NEW,
f2_sw-00002336,,NEW,,NEW,
f2_sw-00002337,,NEW,,NEW,
f2_sw-00002338,,NEW,,NEW,
f2_sw-00002339,,NEW,,NEW,
f2_sw-00002340,,NEW,,NEW,
f2_sw-00002341,,NEW,,NEW,
f2_sw-00002342,,NEW,,NEW,
f2_sw-00002343,,NEW,,NEW,
f2_sw-00002344,,NEW,,NEW,
f2_sw-00002346,,NEW,,NEW,
f2_sw-00002347,,NEW,,NEW,
f2_sw-00002348,,NEW,,NEW,
f2_sw-00002349,,NEW,,NEW,
f2_sw-00002350,,NEW,,NEW,
f2_sw-00002351,,NEW,,NEW,
f2_sw-00002352,,NEW,,NEW,
f2_sw-00002354,,NEW,,NEW,
f2_sw-00002360,,NEW,,NEW,
f2_sw-00002361,,NEW,,NEW,
f2_sw-00002362,,NEW,,NEW,
f2_sw-00002363,,NEW,,NEW,
f2_sw-00002364,,NEW,,NEW,
f2_sw-00002365,,NEW,,NEW,
f2_sw-00002366,,NEW,,NEW,
f2_sw-00002367,,NEW,,NEW,
f2_sw-00002369,,NEW,,NEW,
f2_sw-00002370,,NEW,,NEW,
f2_sw-00002371,,NEW,,NEW,
f2_sw-00002372,,NEW,,NEW,
f2_sw-00002386,,NEW,,NEW,
f2_sw-00002387,,NEW,,NEW,
f2_sw-00002388,,NEW,,NEW,
f2_sw-00002389,,NEW,,NEW,
f2_sw-00002390,,NEW,,NEW,
f2_sw-00002391,,NEW,,NEW,
f2_sw-00002392,,NEW,,NEW,
f2_sw-00002395,,NEW,,NEW,
f2_sw-00002396,,NEW,,NEW,
f2_sw-00002400,,NEW,,NEW,
f2_sw-00002402,,NEW,,NEW,
f2_sw-00002403,,NEW,,NEW,
f2_sw-00002404,,NEW,,NEW,
f2_sw-00002405,,NEW,,NEW,
f2_sw-00002406,,NEW,,NEW,
f2_sw-00002407,,NEW,,NEW,
f2_sw-00002408,,NEW,,NEW,
f2_sw-00002411,,NEW,,NEW,
f2_sw-00002412,,NEW,,NEW,
f2_sw-00002416,,NEW,,NEW,
f2_sw-00002420,,NEW,,NEW,
f2_sw-00002421,,NEW,,NEW,
f2_sw-00002423,,NEW,,NEW,
f2_sw-00002424,,NEW,,NEW,
f2_sw-00002425,,NEW,,NEW,
f2_sw-00002426,,NEW,,NEW,
f2_sw-00002427,,NEW,,NEW,
f2_sw-00002428,,NEW,,NEW,
f2_sw-00002429,,NEW,,NEW,
f2_sw-00002430,,NEW,,NEW,
f2_sw-00002431,,NEW,,NEW,
f2_sw-00002432,,NEW,,NEW,
f2_sw-00002433,,NEW,,NEW,
f2_sw-00002434,,NEW,,NEW,
f2_sw-00002435,,NEW,,NEW,
f2_sw-00002440,,NEW,,NEW,
f2_sw-00002441,,NEW,,NEW,
f2_sw-00002442,,NEW,,NEW,
f2_sw-00002445,,NEW,,NEW,
f2_sw-00002446,,NEW,,NEW,
f2_sw-00002447,,NEW,,NEW,
f2_sw-00002448,,NEW,,NEW,
f2_sw-00002450,,NEW,,NEW,
f2_sw-00002451,,NEW,,NEW,
f2_sw-00002452,,NEW,,NEW,
f2_sw-00002457,,NEW,,NEW,
f2_sw-00002458,,NEW,,NEW,
f2_sw-00002459,,NEW,,NEW,
f2_sw-00002460,,NEW,,NEW,
f2_sw-00002461,,NEW,,NEW,
f2_sw-00002462,,NEW,,NEW,
f2_sw-00002463,,NEW,,NEW,
f2_sw-00002464,,NEW,,NEW,
f2_sw-00002465,,NEW,,NEW,
f2_sw-00002471,,NEW,,NEW,
f2_sw-00002475,,NEW,,NEW,
f2_sw-00002478,,NEW,,NEW,
f2_sw-00002479,,NEW,,NEW,
f2_sw-00002480,,NEW,,NEW,
f2_sw-00002481,,NEW,,NEW,
f2_sw-00002482,,NEW,,NEW,
f2_sw-00002483,,NEW,,NEW,
f2_sw-00002484,,NEW,,NEW,
f2_sw-00002485,,NEW,,NEW,
f2_sw-00002486,,NEW,,NEW,
f2_sw-00002487,,NEW,,NEW,
f2_sw-00002488,,NEW,,NEW,
f2_sw-00002489,,NEW,,NEW,
f2_sw-00002492,,NEW,,NEW,
f2_sw-00002493,,NEW,,NEW,
f2_sw-00002494,,NEW,,NEW,
f2_sw-00002495,,NEW,,NEW,
f2_sw-00002496,,NEW,,NEW,
f2_sw-00002498,,NEW,,NEW,
f2_sw-00002499,,NEW,,NEW,
f2_sw-00002500,,NEW,,NEW,
f2_sw-00002501,,NEW,,NEW,
f2_sw-00002502,,NEW,,NEW,
f2_sw-00002503,,NEW,,NEW,
f2_sw-00002504,,NEW,,NEW,
f2_sw-00002505,,NEW,,NEW,
f2_sw-00002506,,NEW,,NEW,
f2_sw-00002507,,NEW,,NEW,
f2_sw-00002508,,NEW,,NEW,
f2_sw-00002509,,NEW,,NEW,
f2_sw-00002510,,NEW,,NEW,
f2_sw-00002511,,NEW,,NEW,
f2_sw-00002512,,NEW,,NEW,
f2_sw-00002513,,NEW,,NEW,
f2_sw-00002514,,NEW,,NEW,
f2_sw-00002515,,NEW,,NEW,
f2_sw-00002516,,NEW,,NEW,
f2_sw-00002517,,NEW,,NEW,
f2_sw-00002518,,NEW,,NEW,
f2_sw-00002519,,NEW,,NEW,
f2_sw-00002520,,NEW,,NEW,
f2_sw-00002521,,NEW,,NEW,
f2_sw-00002522,,NEW,,NEW,
f2_sw-00002523,,NEW,,NEW,
f2_sw-00002524,,NEW,,NEW,
f2_sw-00002525,,NEW,,NEW,
f2_sw-00002526,,NEW,,NEW,
f2_sw-00002531,,NEW,,NEW,
f2_sw-00002532,,NEW,,NEW,
f2_sw-00002533,,NEW,,NEW,
f2_sw-00002534,,NEW,,NEW,
f2_sw-00002536,,NEW,,NEW,
f2_sw-00002537,,NEW,,NEW,
f2_sw-00002540,,NEW,,NEW,
f2_sw-00002541,,NEW,,NEW,
f2_sw-00002542,,NEW,,NEW,
f2_sw-00002543,,NEW,,NEW,
f2_sw-00002544,,NEW,,NEW,
f2_sw-00002545,,NEW,,NEW,
f2_sw-00002546,,NEW,,NEW,
f2_sw-00002547,,NEW,,NEW,
f2_sw-00002548,,NEW,,NEW,
f2_sw-00002549,,NEW,,NEW,
f2_sw-00002550,,NEW,,NEW,
f2_sw-00002551,,NEW,,NEW,
f2_sw-00002552,,NEW,,NEW,
f2_sw-00002553,,NEW,,NEW,
f2_sw-00002554,,NEW,,NEW,
f2_sw-00002555,,NEW,,NEW,
f2_sw-00002556,,NEW,,NEW,
f2_sw-00002557,,NEW,,NEW,
f2_sw-00002558,,NEW,,NEW,
f2_sw-00002559,,NEW,,NEW,
f2_sw-00002560,,NEW,,NEW,
f2_sw-00002561,,NEW,,NEW,
f2_sw-00002562,,NEW,,NEW,
f2_sw-00002563,,NEW,,NEW,
f2_sw-00002564,,NEW,,NEW,
f2_sw-00002569,,NEW,,NEW,
f2_sw-00002570,,NEW,,NEW,
f2_sw-00002571,,NEW,,NEW,
f2_sw-00002572,,NEW,,NEW,
f2_sw-00002574,,NEW,,NEW,
f2_sw-00002582,,NEW,,NEW,
f2_sw-00002583,,NEW,,NEW,
f2_sw-00002584,,NEW,,NEW,
f2_sw-00002585,,NEW,,NEW,
f2_sw-00002586,,NEW,,NEW,
f2_sw-00002587,,NEW,,NEW,
f2_sw-00002588,,NEW,,NEW,
f2_sw-00002592,,NEW,,NEW,
f2_sw-00002593,,NEW,,NEW,
f2_sw-00002594,,NEW,,NEW,
f2_sw-00002595,,NEW,,NEW,
f2_sw-00002596,,NEW,,NEW,
